#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321A80071
#Date Time: 2019-03-02 12:18:47.902
#Sample rate: 400Hz
#Samples: 6467
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 0 V Hyst.: Auto HoldOff: 0 s
#Channel 1: Range: 500 mV/div Offset: -1.65 V

Time (s),Channel 1 (V)
-8.74,1.90657
-8.7375,1.91871
-8.735,1.91736
-8.7325,1.91095
-8.73,1.91466
-8.7275,1.92916
-8.725,1.93994
-8.7225,1.94803
-8.72,1.95174
-8.7175,1.9477
-8.715,1.9477
-8.7125,1.94635
-8.71,1.95781
-8.7075,1.96489
-8.705,1.97231
-8.7025,1.97028
-8.7,1.96691
-8.6975,1.9659
-8.695,1.9686
-8.6925,1.97837
-8.69,1.98579
-8.6875,1.99253
-8.685,1.97568
-8.6825,1.98276
-8.68,1.98174
-8.6775,1.98882
-8.675,1.99725
-8.6725,2.00332
-8.67,2.00534
-8.6675,2.00028
-8.665,1.9986
-8.6625,1.9959
-8.66,2.00601
-8.6575,2.01175
-8.655,2.01748
-8.6525,2.01377
-8.65,2.00871
-8.6475,2.00534
-8.645,2.00635
-8.6425,2.01579
-8.64,2.0195
-8.6375,2.01242
-8.635,2.01478
-8.6325,2.01141
-8.63,2.00703
-8.6275,2.01208
-8.625,2.01781
-8.6225,2.02152
-8.62,2.02118
-8.6175,2.01377
-8.615,2.00972
-8.6125,2.005
-8.61,2.01242
-8.6075,2.01579
-8.605,2.0195
-8.6025,2.01377
-8.6,2.00669
-8.5975,2.00231
-8.595,2.00231
-8.5925,2.00568
-8.59,2.00096
-8.5875,2.01175
-8.585,2.00264
-8.5825,1.99691
-8.58,1.99085
-8.5775,1.99422
-8.575,1.99894
-8.5725,2.0013
-8.57,1.99995
-8.5675,1.99118
-8.565,1.98646
-8.5625,1.98073
-8.56,1.98714
-8.5575,1.99017
-8.555,1.99354
-8.5525,1.98747
-8.55,1.98141
-8.5475,1.97669
-8.545,1.96995
-8.5425,1.97332
-8.54,1.98141
-8.5375,1.9841
-8.535,1.97466
-8.5325,1.96893
-8.53,1.96253
-8.5275,1.96523
-8.525,1.96961
-8.5225,1.97163
-8.52,1.96995
-8.5175,1.96084
-8.515,1.95545
-8.5125,1.94905
-8.51,1.95579
-8.5075,1.95815
-8.505,1.96084
-8.5025,1.95646
-8.5,1.94905
-8.4975,1.93522
-8.495,1.93657
-8.4925,1.94567
-8.49,1.94736
-8.4875,1.95006
-8.485,1.94062
-8.4825,1.93455
-8.48,1.92848
-8.4775,1.93152
-8.475,1.9359
-8.4725,1.9386
-8.47,1.93725
-8.4675,1.92815
-8.465,1.92376
-8.4625,1.9177
-8.46,1.9241
-8.4575,1.92713
-8.455,1.93185
-8.4525,1.92612
-8.45,1.90792
-8.4475,1.91264
-8.445,1.91129
-8.4425,1.91803
-8.44,1.92073
-8.4375,1.9241
-8.435,1.91567
-8.4325,1.91095
-8.43,1.90556
-8.4275,1.90927
-8.425,1.915
-8.4225,1.91803
-8.42,1.9177
-8.4175,1.90927
-8.415,1.90522
-8.4125,1.89915
-8.41,1.90691
-8.4075,1.91129
-8.405,1.91399
-8.4025,1.89781
-8.4,1.89983
-8.3975,1.89444
-8.395,1.89309
-8.3925,1.89915
-8.39,1.90151
-8.3875,1.90455
-8.385,1.89612
-8.3825,1.89073
-8.38,1.88567
-8.3775,1.88904
-8.375,1.89444
-8.3725,1.89814
-8.37,1.89781
-8.3675,1.89039
-8.365,1.88702
-8.3625,1.88331
-8.36,1.89241
-8.3575,1.89444
-8.355,1.89241
-8.3525,1.89713
-8.35,1.89174
-8.3475,1.88837
-8.345,1.8887
-8.3425,1.89713
-8.34,1.90118
